image_path,current_label,suggested_label,reason,metadata_path,confidence
raw/synthetic-browser-v3/2026-02-21T04-12-14Z-00004-ai_ui-e4347d51.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-12-14Z-00004-ai_ui-e4347d51.json,0.854
raw/synthetic-browser-v3/2026-02-21T04-12-15Z-00009-chatgpt_ui-e8dd5e5a.jpg,,chatgpt_ui,keyword: chatgpt/openai,raw/synthetic-browser-v3/2026-02-21T04-12-15Z-00009-chatgpt_ui-e8dd5e5a.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-12-16Z-00013-qwen_ui-8f158449.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-12-16Z-00013-qwen_ui-8f158449.json,0.939
raw/synthetic-browser-v3/2026-02-21T04-12-18Z-00010-copilot_ui-06998731.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-12-18Z-00010-copilot_ui-06998731.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-12-23Z-00007-mistral_ui-785299f4.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-12-23Z-00007-mistral_ui-785299f4.json,0.833
raw/synthetic-browser-v3/2026-02-21T04-12-33Z-00014-qwen_ui-144823f7.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-12-33Z-00014-qwen_ui-144823f7.json,0.807
raw/synthetic-browser-v3/2026-02-21T04-12-36Z-00015-copilot_ui-59fefbbc.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-12-36Z-00015-copilot_ui-59fefbbc.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-12-38Z-00012-perplexity_ui-38b8f24e.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-12-38Z-00012-perplexity_ui-38b8f24e.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-12-39Z-00008-qwen_ui-f4427e0b.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-12-39Z-00008-qwen_ui-f4427e0b.json,0.952
raw/synthetic-browser-v3/2026-02-21T04-12-51Z-00021-qwen_ui-c11bd1c4.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-12-51Z-00021-qwen_ui-c11bd1c4.json,0.913
raw/synthetic-browser-v3/2026-02-21T04-12-56Z-00022-qwen_ui-d90dd19b.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-12-56Z-00022-qwen_ui-d90dd19b.json,0.781
raw/synthetic-browser-v3/2026-02-21T04-12-57Z-00034-poe_ui-b69f5eab.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-12-57Z-00034-poe_ui-b69f5eab.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-02Z-00018-deepseek_ui-49ac9087.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-13-02Z-00018-deepseek_ui-49ac9087.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-05Z-00019-deepseek_ui-1e43fbd2.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-13-05Z-00019-deepseek_ui-1e43fbd2.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-07Z-00026-perplexity_ui-3fead90a.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-13-07Z-00026-perplexity_ui-3fead90a.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-07Z-00039-claude_ui-c673f2e0.jpg,,claude_ui,keyword: claude/anthropic,raw/synthetic-browser-v3/2026-02-21T04-13-07Z-00039-claude_ui-c673f2e0.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-12Z-00027-mistral_ui-379d58f9.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-13-12Z-00027-mistral_ui-379d58f9.json,0.791
raw/synthetic-browser-v3/2026-02-21T04-13-12Z-00042-perplexity_ui-01d77831.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-13-12Z-00042-perplexity_ui-01d77831.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-14Z-00017-claude_ui-e1e89e7e.jpg,,claude_ui,keyword: claude/anthropic,raw/synthetic-browser-v3/2026-02-21T04-13-14Z-00017-claude_ui-e1e89e7e.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-15Z-00028-gemini_ui-f3f8dea4.jpg,,gemini_ui,keyword: gemini/bard,raw/synthetic-browser-v3/2026-02-21T04-13-15Z-00028-gemini_ui-f3f8dea4.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-18Z-00045-poe_ui-c55be95d.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-13-18Z-00045-poe_ui-c55be95d.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-21Z-00046-claude_ui-03c501fe.jpg,,claude_ui,keyword: claude/anthropic,raw/synthetic-browser-v3/2026-02-21T04-13-21Z-00046-claude_ui-03c501fe.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-24Z-00032-poe_ui-d73e7bb9.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-13-24Z-00032-poe_ui-d73e7bb9.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-25Z-00016-meta_ai_ui-21084dd9.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-13-25Z-00016-meta_ai_ui-21084dd9.json,0.960
raw/synthetic-browser-v3/2026-02-21T04-13-27Z-00033-grok_ui-81bd55d5.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-13-27Z-00033-grok_ui-81bd55d5.json,0.932
raw/synthetic-browser-v3/2026-02-21T04-13-28Z-00025-copilot_ui-ac0f6801.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-13-28Z-00025-copilot_ui-ac0f6801.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-30Z-00020-qwen_ui-27b608dc.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-13-30Z-00020-qwen_ui-27b608dc.json,0.966
raw/synthetic-browser-v3/2026-02-21T04-13-30Z-00051-qwen_ui-739cafa5.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-13-30Z-00051-qwen_ui-739cafa5.json,0.953
raw/synthetic-browser-v3/2026-02-21T04-13-39Z-00036-deepseek_ui-eb9f33cb.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-13-39Z-00036-deepseek_ui-eb9f33cb.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-39Z-00055-poe_ui-a92f85fe.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-13-39Z-00055-poe_ui-a92f85fe.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-40Z-00056-deepseek_ui-3ec77a8f.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-13-40Z-00056-deepseek_ui-3ec77a8f.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-43Z-00038-poe_ui-4b4f3b2e.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-13-43Z-00038-poe_ui-4b4f3b2e.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-50Z-00024-perplexity_ui-6e3255a8.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-13-50Z-00024-perplexity_ui-6e3255a8.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-13-50Z-00030-mistral_ui-260cb547.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-13-50Z-00030-mistral_ui-260cb547.json,0.902
raw/synthetic-browser-v3/2026-02-21T04-13-54Z-00041-mistral_ui-2a6524af.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-13-54Z-00041-mistral_ui-2a6524af.json,0.873
raw/synthetic-browser-v3/2026-02-21T04-14-00Z-00043-perplexity_ui-ee01b9e0.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-14-00Z-00043-perplexity_ui-ee01b9e0.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-02Z-00044-copilot_ui-9cf3137e.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-14-02Z-00044-copilot_ui-9cf3137e.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-07Z-00023-deepseek_ui-af70de70.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-14-07Z-00023-deepseek_ui-af70de70.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-08Z-00035-poe_ui-d60bf603.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-14-08Z-00035-poe_ui-d60bf603.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-12Z-00047-perplexity_ui-5dfb1922.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-14-12Z-00047-perplexity_ui-5dfb1922.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-13Z-00029-mistral_ui-94ad6252.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-14-13Z-00029-mistral_ui-94ad6252.json,0.789
raw/synthetic-browser-v3/2026-02-21T04-14-29Z-00040-copilot_ui-6da58dad.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-14-29Z-00040-copilot_ui-6da58dad.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-33Z-00081-mistral_ui-f394c60d.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-14-33Z-00081-mistral_ui-f394c60d.json,0.810
raw/synthetic-browser-v3/2026-02-21T04-14-34Z-00083-poe_ui-4eee5680.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-14-34Z-00083-poe_ui-4eee5680.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-41Z-00085-poe_ui-ed305556.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-14-41Z-00085-poe_ui-ed305556.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-42Z-00086-chatgpt_ui-df8200b8.jpg,,chatgpt_ui,keyword: chatgpt/openai,raw/synthetic-browser-v3/2026-02-21T04-14-42Z-00086-chatgpt_ui-df8200b8.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-53Z-00037-poe_ui-ef705d01.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-14-53Z-00037-poe_ui-ef705d01.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-54Z-00031-poe_ui-9c8379ae.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-14-54Z-00031-poe_ui-9c8379ae.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-14-55Z-00062-meta_ai_ui-4905eb93.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-14-55Z-00062-meta_ai_ui-4905eb93.json,0.945
raw/synthetic-browser-v3/2026-02-21T04-15-01Z-00064-grok_ui-80ddb386.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-15-01Z-00064-grok_ui-80ddb386.json,0.935
raw/synthetic-browser-v3/2026-02-21T04-15-06Z-00098-poe_ui-ca208c07.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-15-06Z-00098-poe_ui-ca208c07.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-11Z-00100-gemini_ui-1f683d6f.jpg,,gemini_ui,keyword: gemini/bard,raw/synthetic-browser-v3/2026-02-21T04-15-11Z-00100-gemini_ui-1f683d6f.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-15Z-00069-mistral_ui-6a1c701b.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-15-15Z-00069-mistral_ui-6a1c701b.json,0.847
raw/synthetic-browser-v3/2026-02-21T04-15-18Z-00052-copilot_ui-eb9e54e0.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-15-18Z-00052-copilot_ui-eb9e54e0.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-29Z-00109-claude_ui-024559a5.jpg,,claude_ui,keyword: claude/anthropic,raw/synthetic-browser-v3/2026-02-21T04-15-29Z-00109-claude_ui-024559a5.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-30Z-00073-copilot_ui-fe678797.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-15-30Z-00073-copilot_ui-fe678797.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-40Z-00116-qwen_ui-5e99c568.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-15-40Z-00116-qwen_ui-5e99c568.json,0.915
raw/synthetic-browser-v3/2026-02-21T04-15-41Z-00058-chatgpt_ui-b336d143.jpg,,chatgpt_ui,keyword: chatgpt/openai,raw/synthetic-browser-v3/2026-02-21T04-15-41Z-00058-chatgpt_ui-b336d143.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-49Z-00060-gemini_ui-c76aec88.jpg,,gemini_ui,keyword: gemini/bard,raw/synthetic-browser-v3/2026-02-21T04-15-49Z-00060-gemini_ui-c76aec88.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-50Z-00048-poe_ui-9bc0fa93.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-15-50Z-00048-poe_ui-9bc0fa93.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-15-54Z-00049-deepseek_ui-86351a54.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-15-54Z-00049-deepseek_ui-86351a54.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-12Z-00088-perplexity_ui-dbc21e42.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-16-12Z-00088-perplexity_ui-dbc21e42.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-16Z-00067-chatgpt_ui-87f3c9a4.jpg,,chatgpt_ui,keyword: chatgpt/openai,raw/synthetic-browser-v3/2026-02-21T04-16-16Z-00067-chatgpt_ui-87f3c9a4.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-16Z-00134-deepseek_ui-e92af09b.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-16-16Z-00134-deepseek_ui-e92af09b.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-19Z-00090-copilot_ui-bc44a417.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-16-19Z-00090-copilot_ui-bc44a417.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-31Z-00070-deepseek_ui-e07ee721.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-16-31Z-00070-deepseek_ui-e07ee721.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-33Z-00141-deepseek_ui-b3f45487.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-16-33Z-00141-deepseek_ui-b3f45487.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-35Z-00095-meta_ai_ui-49793220.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-16-35Z-00095-meta_ai_ui-49793220.json,0.820
raw/synthetic-browser-v3/2026-02-21T04-16-36Z-00057-grok_ui-adb1be7a.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-16-36Z-00057-grok_ui-adb1be7a.json,0.910
raw/synthetic-browser-v3/2026-02-21T04-16-40Z-00097-qwen_ui-a77af8cb.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-16-40Z-00097-qwen_ui-a77af8cb.json,0.979
raw/synthetic-browser-v3/2026-02-21T04-16-49Z-00149-meta_ai_ui-f4debda7.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-16-49Z-00149-meta_ai_ui-f4debda7.json,0.883
raw/synthetic-browser-v3/2026-02-21T04-16-50Z-00050-mistral_ui-39bfc9b6.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-16-50Z-00050-mistral_ui-39bfc9b6.json,0.957
raw/synthetic-browser-v3/2026-02-21T04-16-53Z-00076-poe_ui-2ec36411.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-16-53Z-00076-poe_ui-2ec36411.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-16-54Z-00153-mistral_ui-f0657d73.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-16-54Z-00153-mistral_ui-f0657d73.json,0.913
raw/synthetic-browser-v3/2026-02-21T04-16-58Z-00103-grok_ui-c9257285.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-16-58Z-00103-grok_ui-c9257285.json,0.900
raw/synthetic-browser-v3/2026-02-21T04-17-05Z-00063-qwen_ui-6a1d9731.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-05Z-00063-qwen_ui-6a1d9731.json,0.862
raw/synthetic-browser-v3/2026-02-21T04-17-05Z-00079-mistral_ui-25bc99ae.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-05Z-00079-mistral_ui-25bc99ae.json,0.893
raw/synthetic-browser-v3/2026-02-21T04-17-08Z-00053-ai_ui-ad9e5c1e.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-08Z-00053-ai_ui-ad9e5c1e.json,0.878
raw/synthetic-browser-v3/2026-02-21T04-17-11Z-00160-deepseek_ui-63abd48f.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-17-11Z-00160-deepseek_ui-63abd48f.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-13Z-00065-grok_ui-850cddfd.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-13Z-00065-grok_ui-850cddfd.json,0.928
raw/synthetic-browser-v3/2026-02-21T04-17-14Z-00054-copilot_ui-8a6342ca.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-17-14Z-00054-copilot_ui-8a6342ca.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-14Z-00108-poe_ui-65d77163.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-17-14Z-00108-poe_ui-65d77163.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-20Z-00066-qwen_ui-da55f825.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-20Z-00066-qwen_ui-da55f825.json,0.861
raw/synthetic-browser-v3/2026-02-21T04-17-21Z-00110-poe_ui-a632c350.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-17-21Z-00110-poe_ui-a632c350.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-27Z-00169-gemini_ui-e4ad77b0.jpg,,gemini_ui,keyword: gemini/bard,raw/synthetic-browser-v3/2026-02-21T04-17-27Z-00169-gemini_ui-e4ad77b0.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-33Z-00171-perplexity_ui-973f7fd5.jpg,,perplexity_ui,keyword: perplexity,raw/synthetic-browser-v3/2026-02-21T04-17-33Z-00171-perplexity_ui-973f7fd5.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-41Z-00117-copilot_ui-70898400.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-17-41Z-00117-copilot_ui-70898400.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-43Z-00059-poe_ui-2c6710bd.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-17-43Z-00059-poe_ui-2c6710bd.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-44Z-00178-meta_ai_ui-6576796d.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-44Z-00178-meta_ai_ui-6576796d.json,0.871
raw/synthetic-browser-v3/2026-02-21T04-17-49Z-00179-poe_ui-b7017485.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-17-49Z-00179-poe_ui-b7017485.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-50Z-00072-poe_ui-4d7ae829.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-17-50Z-00072-poe_ui-4d7ae829.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-52Z-00091-qwen_ui-0151ccb0.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-52Z-00091-qwen_ui-0151ccb0.json,0.848
raw/synthetic-browser-v3/2026-02-21T04-17-52Z-00182-meta_ai_ui-42004a56.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-52Z-00182-meta_ai_ui-42004a56.json,0.794
raw/synthetic-browser-v3/2026-02-21T04-17-55Z-00061-copilot_ui-e17f348d.jpg,,copilot_ui,keyword: copilot,raw/synthetic-browser-v3/2026-02-21T04-17-55Z-00061-copilot_ui-e17f348d.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-17-55Z-00183-mistral_ui-ff8abfc0.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-55Z-00183-mistral_ui-ff8abfc0.json,0.907
raw/synthetic-browser-v3/2026-02-21T04-17-56Z-00122-grok_ui-4b7d3b08.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-17-56Z-00122-grok_ui-4b7d3b08.json,0.792
raw/synthetic-browser-v3/2026-02-21T04-17-57Z-00092-chatgpt_ui-edd9636e.jpg,,chatgpt_ui,keyword: chatgpt/openai,raw/synthetic-browser-v3/2026-02-21T04-17-57Z-00092-chatgpt_ui-edd9636e.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-18-03Z-00075-grok_ui-1ef11a27.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-18-03Z-00075-grok_ui-1ef11a27.json,0.824
raw/synthetic-browser-v3/2026-02-21T04-18-14Z-00192-qwen_ui-60cd8424.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-18-14Z-00192-qwen_ui-60cd8424.json,0.884
raw/synthetic-browser-v3/2026-02-21T04-18-20Z-00078-chatgpt_ui-84aeffbe.jpg,,chatgpt_ui,keyword: chatgpt/openai,raw/synthetic-browser-v3/2026-02-21T04-18-20Z-00078-chatgpt_ui-84aeffbe.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-18-24Z-00198-chatgpt_ui-9d70773e.jpg,,chatgpt_ui,keyword: chatgpt/openai,raw/synthetic-browser-v3/2026-02-21T04-18-24Z-00198-chatgpt_ui-9d70773e.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-18-29Z-00199-deepseek_ui-b92d933d.jpg,,deepseek_ui,keyword: deepseek,raw/synthetic-browser-v3/2026-02-21T04-18-29Z-00199-deepseek_ui-b92d933d.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-18-38Z-00068-mistral_ui-171a8b65.jpg,,ai_ui,detector marked ai_ui,raw/synthetic-browser-v3/2026-02-21T04-18-38Z-00068-mistral_ui-171a8b65.json,0.787
raw/synthetic-browser-v3/2026-02-21T04-18-38Z-00136-poe_ui-b8180f1c.jpg,,poe_ui,keyword: poe,raw/synthetic-browser-v3/2026-02-21T04-18-38Z-00136-poe_ui-b8180f1c.json,0.800
raw/synthetic-browser-v3/2026-02-21T04-18-41Z-00206-claude_ui-dbb2bf95.jpg,,claude_ui,keyword: claude/anthropic,raw/synthetic-browser-v3/2026-02-21T04-18-41Z-00206-claude_ui-dbb2bf95.json,0.800
